mea_dt,value
2024-03-31 07:14:30,10.68
2024-03-31 07:14:45,10.66
2024-03-31 07:15:00,10.66
2024-03-31 07:15:15,10.69
2024-03-31 07:15:30,10.69
2024-03-31 07:15:45,10.66
2024-03-31 07:16:00,10.68
2024-03-31 07:16:15,10.69
2024-03-31 07:16:30,10.71
2024-03-31 07:16:45,10.68
2024-03-31 07:17:00,10.67
2024-03-31 07:17:15,10.66
2024-03-31 07:17:30,10.68
2024-03-31 07:17:45,10.68
2024-03-31 07:18:00,10.67
2024-03-31 07:18:15,10.72
2024-03-31 07:18:30,10.73
2024-03-31 07:18:45,10.67
2024-03-31 07:19:00,10.67
2024-03-31 07:19:15,10.67
2024-03-31 07:19:30,10.68
2024-03-31 07:19:45,10.66
2024-03-31 07:20:00,10.67
2024-03-31 07:20:15,10.66
2024-03-31 07:20:30,10.67
2024-03-31 07:20:45,10.66
2024-03-31 07:21:00,10.66
2024-03-31 07:21:15,10.67
2024-03-31 07:21:30,10.67
2024-03-31 07:21:45,10.66
2024-03-31 07:22:00,10.67
2024-03-31 07:22:15,10.68
2024-03-31 07:22:30,10.69
2024-03-31 07:22:45,10.67
2024-03-31 07:23:00,10.67
2024-03-31 07:23:15,10.69
2024-03-31 07:23:30,10.66
2024-03-31 07:23:45,10.66
2024-03-31 07:24:00,10.68
2024-03-31 07:24:15,10.66
2024-03-31 07:24:30,10.67
2024-03-31 07:24:45,10.66
2024-03-31 07:25:00,10.68
2024-03-31 07:25:15,10.66
2024-03-31 07:25:30,10.66
2024-03-31 07:25:45,10.68
2024-03-31 07:26:00,10.67
2024-03-31 07:26:15,10.67
2024-03-31 07:26:30,10.66
2024-03-31 07:26:45,10.67
2024-03-31 07:27:00,10.67
2024-03-31 07:27:15,10.67
2024-03-31 07:27:30,10.68
2024-03-31 07:27:45,10.67
2024-03-31 07:28:00,10.66
2024-03-31 07:28:15,10.67
2024-03-31 07:28:30,10.67
2024-03-31 07:28:45,10.66
2024-03-31 07:29:00,10.69
2024-03-31 07:29:15,10.68
2024-03-31 07:29:30,10.66
2024-03-31 07:29:45,10.66
2024-03-31 07:30:00,10.68
2024-03-31 07:30:15,10.67
2024-03-31 07:30:30,10.67
2024-03-31 07:30:45,10.68
2024-03-31 07:31:00,10.68
2024-03-31 07:31:15,10.67
2024-03-31 07:31:30,10.67
2024-03-31 07:31:45,10.66
2024-03-31 07:32:00,10.67
2024-03-31 07:32:15,10.67
2024-03-31 07:32:30,10.66
2024-03-31 07:32:45,10.67
2024-03-31 07:33:00,10.66
2024-03-31 07:33:15,10.67
2024-03-31 07:33:30,10.68
2024-03-31 07:33:45,10.66
2024-03-31 07:34:00,10.66
2024-03-31 07:34:15,10.67
2024-03-31 07:34:30,10.66
2024-03-31 07:34:45,10.68
2024-03-31 07:35:00,10.67
2024-03-31 07:35:15,10.67
2024-03-31 07:35:30,10.7
2024-03-31 07:35:45,10.67
2024-03-31 07:36:00,10.67
2024-03-31 07:36:15,10.66
2024-03-31 07:36:30,10.68
2024-03-31 07:36:45,10.68
2024-03-31 07:37:00,10.66
2024-03-31 07:37:15,10.67
2024-03-31 07:37:30,10.66
2024-03-31 07:37:45,10.67
2024-03-31 07:38:00,10.66
2024-03-31 07:38:15,10.67
2024-03-31 07:38:30,10.67
2024-03-31 07:38:45,10.68
2024-03-31 07:39:00,10.66
2024-03-31 07:39:15,10.66
2024-03-31 07:39:30,10.66
2024-03-31 07:39:45,10.67
2024-03-31 07:40:00,10.68
2024-03-31 07:40:15,10.69
2024-03-31 07:40:30,10.68
2024-03-31 07:40:45,10.66
2024-03-31 07:41:00,10.67
2024-03-31 07:41:15,10.67
2024-03-31 07:41:30,10.68
2024-03-31 07:41:45,10.67
2024-03-31 07:42:00,10.66
2024-03-31 07:42:15,10.67
2024-03-31 07:42:30,10.68
2024-03-31 07:42:45,10.68
2024-03-31 07:43:00,10.66
2024-03-31 07:43:15,10.66
2024-03-31 07:43:30,10.67
2024-03-31 07:43:45,10.69
2024-03-31 07:44:00,10.68
2024-03-31 07:44:15,10.66
2024-03-31 07:44:30,10.69
2024-03-31 07:44:45,10.67
2024-03-31 07:45:00,10.67
2024-03-31 07:45:15,10.66
2024-03-31 07:45:30,10.68
2024-03-31 07:45:45,10.67
2024-03-31 07:46:00,10.66
2024-03-31 07:46:15,10.67
2024-03-31 07:46:30,10.67
2024-03-31 07:46:45,10.68
2024-03-31 07:47:00,10.68
2024-03-31 07:47:15,10.74
2024-03-31 07:47:30,10.66
2024-03-31 07:47:45,10.67
2024-03-31 07:48:00,10.67
2024-03-31 07:48:15,10.68
2024-03-31 07:48:30,10.69
2024-03-31 07:48:45,10.67
2024-03-31 07:49:00,10.68
2024-03-31 07:49:15,10.66
2024-03-31 07:49:30,10.67
2024-03-31 07:49:45,10.68
2024-03-31 07:50:00,10.67
2024-03-31 07:50:15,10.68
2024-03-31 07:50:30,10.68
2024-03-31 07:50:45,10.67
2024-03-31 07:51:00,10.68
2024-03-31 07:51:15,10.68
2024-03-31 07:51:30,10.66
2024-03-31 07:51:45,10.68
2024-03-31 07:52:00,10.71
2024-03-31 07:52:15,10.69
2024-03-31 07:52:30,10.68
2024-03-31 07:52:45,10.69
2024-03-31 07:53:00,10.7
2024-03-31 07:53:15,10.68
2024-03-31 07:53:30,10.68
2024-03-31 07:53:45,10.68
2024-03-31 07:54:00,10.68
2024-03-31 07:54:15,10.67
2024-03-31 07:54:30,10.66
2024-03-31 07:54:45,10.67
2024-03-31 07:55:00,10.69
2024-03-31 07:55:15,10.67
2024-03-31 07:55:30,10.67
2024-03-31 07:55:45,10.68
2024-03-31 07:56:00,10.66
2024-03-31 07:56:15,10.66
2024-03-31 07:56:30,10.66
2024-03-31 07:56:45,10.68
2024-03-31 07:57:00,10.68
2024-03-31 07:57:15,10.67
2024-03-31 07:57:30,10.67
2024-03-31 07:57:45,10.68
2024-03-31 07:58:00,10.67
2024-03-31 07:58:15,10.68
2024-03-31 07:58:30,10.67
2024-03-31 07:58:45,10.68
2024-03-31 07:59:00,10.68
2024-03-31 07:59:15,10.68
2024-03-31 07:59:30,10.67
2024-03-31 07:59:45,10.67
2024-03-31 08:00:00,10.67
2024-03-31 08:00:15,10.67
2024-03-31 08:00:30,10.66
2024-03-31 08:00:45,10.67
2024-03-31 08:01:00,10.67
2024-03-31 08:01:15,10.67
2024-03-31 08:01:30,10.67
2024-03-31 08:01:45,10.67
2024-03-31 08:02:00,10.7
2024-03-31 08:02:15,10.67
2024-03-31 08:02:30,10.67
2024-03-31 08:02:45,10.67
2024-03-31 08:03:00,10.69
2024-03-31 08:03:15,10.67
2024-03-31 08:03:30,10.68
2024-03-31 08:03:45,10.67
2024-03-31 08:04:00,10.68
2024-03-31 08:04:15,10.67
2024-03-31 08:04:30,10.68
2024-03-31 08:04:45,10.67
2024-03-31 08:05:00,10.67
2024-03-31 08:05:15,10.68
2024-03-31 08:05:30,10.68
2024-03-31 08:05:45,10.67
2024-03-31 08:06:00,10.67
2024-03-31 08:06:15,10.66
2024-03-31 08:06:30,10.68
2024-03-31 08:06:45,10.66
2024-03-31 08:07:00,10.69
2024-03-31 08:07:15,10.68
2024-03-31 08:07:30,10.67
2024-03-31 08:07:45,10.69
2024-03-31 08:08:00,10.67
2024-03-31 08:08:15,10.67
2024-03-31 08:08:30,10.68
2024-03-31 08:08:45,10.68
2024-03-31 08:09:00,10.68
2024-03-31 08:09:15,10.68
2024-03-31 08:09:30,10.68
2024-03-31 08:09:45,10.69
2024-03-31 08:10:00,10.69
2024-03-31 08:10:15,10.66
2024-03-31 08:10:30,10.68
2024-03-31 08:10:45,10.68
2024-03-31 08:11:00,10.67
2024-03-31 08:11:15,10.66
2024-03-31 08:11:30,10.69
2024-03-31 08:11:45,10.68
2024-03-31 08:12:00,10.69
2024-03-31 08:12:15,10.67
2024-03-31 08:12:30,10.68
2024-03-31 08:12:45,10.68
2024-03-31 08:13:00,10.69
2024-03-31 08:13:15,10.67
2024-03-31 08:13:30,10.67
2024-03-31 08:13:45,10.68
2024-03-31 08:14:00,10.7
2024-03-31 08:14:15,10.68
2024-03-31 08:14:30,10.67
2024-03-31 08:14:45,10.67
2024-03-31 08:15:00,10.69
2024-03-31 08:15:15,10.69
2024-03-31 08:15:30,10.67
2024-03-31 08:15:45,10.68
2024-03-31 08:16:00,10.67
2024-03-31 08:16:15,10.67
2024-03-31 08:16:30,10.68
2024-03-31 08:16:45,10.68
2024-03-31 08:17:00,10.68
2024-03-31 08:17:15,10.67
2024-03-31 08:17:30,10.68
2024-03-31 08:17:45,10.67
2024-03-31 08:18:00,10.69
2024-03-31 08:18:15,10.66
2024-03-31 08:18:30,10.67
2024-03-31 08:18:45,10.66
2024-03-31 08:19:00,10.65
2024-03-31 08:19:15,10.68
2024-03-31 08:19:30,10.7
2024-03-31 08:19:45,10.67
2024-03-31 08:20:00,10.68
2024-03-31 08:20:15,10.67
2024-03-31 08:20:30,10.68
2024-03-31 08:20:45,10.65
2024-03-31 08:21:00,10.68
2024-03-31 08:21:15,10.67
2024-03-31 08:21:30,10.66
2024-03-31 08:21:45,10.68
2024-03-31 08:22:00,10.67
2024-03-31 08:22:15,10.68
2024-03-31 08:22:30,10.67
2024-03-31 08:22:45,10.67
2024-03-31 08:23:00,10.67
2024-03-31 08:23:15,10.65
2024-03-31 08:23:30,10.65
2024-03-31 08:23:45,10.67
2024-03-31 08:24:00,10.65
2024-03-31 08:24:15,10.66
2024-03-31 08:24:30,10.67
2024-03-31 08:24:45,10.64
2024-03-31 08:25:00,10.65
2024-03-31 08:25:15,10.64
2024-03-31 08:25:30,10.65
2024-03-31 08:25:45,10.64
2024-03-31 08:26:00,10.64
2024-03-31 08:26:15,10.68
2024-03-31 08:26:30,10.65
2024-03-31 08:26:45,10.63
2024-03-31 08:27:00,10.65
2024-03-31 08:27:15,10.64
2024-03-31 08:27:30,10.64
2024-03-31 08:27:45,10.65
2024-03-31 08:28:00,10.66
2024-03-31 08:28:15,10.64
2024-03-31 08:28:30,10.65
2024-03-31 08:28:45,10.65
2024-03-31 08:29:00,10.65
2024-03-31 08:29:15,10.63
2024-03-31 08:29:30,10.64
2024-03-31 08:29:45,10.65
2024-03-31 08:30:00,10.65
2024-03-31 08:30:15,10.65
2024-03-31 08:30:30,10.65
2024-03-31 08:30:45,10.65
2024-03-31 08:31:00,10.64
2024-03-31 08:31:15,10.65
2024-03-31 08:31:30,10.64
2024-03-31 08:31:45,10.66
2024-03-31 08:32:00,10.65
2024-03-31 08:32:15,10.66
2024-03-31 08:32:30,10.65
2024-03-31 08:32:45,10.65
2024-03-31 08:33:00,10.65
2024-03-31 08:33:15,10.66
2024-03-31 08:33:30,10.66
2024-03-31 08:33:45,10.65
2024-03-31 08:34:00,10.65
2024-03-31 08:34:15,10.66
2024-03-31 08:34:30,10.65
2024-03-31 08:34:45,10.65
2024-03-31 08:35:00,10.65
2024-03-31 08:35:15,10.65
2024-03-31 08:35:30,10.66
2024-03-31 08:35:45,10.66
2024-03-31 08:36:00,10.63
2024-03-31 08:36:15,10.65
2024-03-31 08:36:30,10.65
2024-03-31 08:36:45,10.64
2024-03-31 08:37:00,10.66
2024-03-31 08:37:15,10.64
2024-03-31 08:37:30,10.65
2024-03-31 08:37:45,10.66
2024-03-31 08:38:00,10.64
2024-03-31 08:38:15,10.64
2024-03-31 08:38:30,10.66
2024-03-31 08:38:45,10.65
2024-03-31 08:39:00,10.64
2024-03-31 08:39:15,10.65
2024-03-31 08:39:30,10.65
2024-03-31 08:39:45,10.65
2024-03-31 08:40:00,10.65
2024-03-31 08:40:15,10.65
2024-03-31 08:40:30,10.63
2024-03-31 08:40:45,10.64
2024-03-31 08:41:00,10.65
2024-03-31 08:41:15,10.64
2024-03-31 08:41:30,10.63
2024-03-31 08:41:45,10.64
2024-03-31 08:42:00,10.63
2024-03-31 08:42:15,10.64
2024-03-31 08:42:30,10.65
2024-03-31 08:42:45,10.63
2024-03-31 08:43:00,10.65
2024-03-31 08:43:15,10.65
2024-03-31 08:43:30,10.65
2024-03-31 08:43:45,10.65
2024-03-31 08:44:00,10.65
2024-03-31 08:44:15,10.63
2024-03-31 08:44:30,10.65
2024-03-31 08:44:45,10.65
2024-03-31 08:45:00,10.65
2024-03-31 08:45:15,10.64
2024-03-31 08:45:30,10.64
2024-03-31 08:45:45,10.65
2024-03-31 08:46:00,10.64
2024-03-31 08:46:15,10.64
2024-03-31 08:46:30,10.65
2024-03-31 08:46:45,10.65
2024-03-31 08:47:00,10.64
2024-03-31 08:47:15,10.65
2024-03-31 08:47:30,10.65
2024-03-31 08:47:45,10.67
2024-03-31 08:48:00,10.65
2024-03-31 08:48:15,10.65
2024-03-31 08:48:30,10.65
2024-03-31 08:48:45,10.64
2024-03-31 08:49:00,10.66
2024-03-31 08:49:15,10.65
2024-03-31 08:49:30,10.65
2024-03-31 08:49:45,10.66
2024-03-31 08:50:00,10.65
2024-03-31 08:50:15,10.67
2024-03-31 08:50:30,10.64
2024-03-31 08:50:45,10.64
2024-03-31 08:51:00,10.66
2024-03-31 08:51:15,10.65
2024-03-31 08:51:30,10.64
2024-03-31 08:51:45,10.65
2024-03-31 08:52:00,10.65
2024-03-31 08:52:15,10.65
2024-03-31 08:52:30,10.66
2024-03-31 08:52:45,10.66
2024-03-31 08:53:00,10.64
2024-03-31 08:53:15,10.63
2024-03-31 08:53:30,10.65
2024-03-31 08:53:45,10.66
2024-03-31 08:54:00,10.65
2024-03-31 08:54:15,10.65
2024-03-31 08:54:30,10.63
2024-03-31 08:54:45,10.64
2024-03-31 08:55:00,10.66
2024-03-31 08:55:15,10.65
2024-03-31 08:55:30,10.65
2024-03-31 08:55:45,10.65
2024-03-31 08:56:00,10.66
2024-03-31 08:56:15,10.65
2024-03-31 08:56:30,10.66
2024-03-31 08:56:45,10.65
2024-03-31 08:57:00,10.65
2024-03-31 08:57:15,10.65
2024-03-31 08:57:30,10.66
2024-03-31 08:57:45,10.66
2024-03-31 08:58:00,10.67
2024-03-31 08:58:15,10.65
2024-03-31 08:58:30,10.65
2024-03-31 08:58:45,10.66
2024-03-31 08:59:00,10.66
2024-03-31 08:59:15,10.65
2024-03-31 08:59:30,10.67
2024-03-31 08:59:45,10.66
2024-03-31 09:00:00,10.65
2024-03-31 09:00:15,10.66
2024-03-31 09:00:30,10.64
2024-03-31 09:00:45,10.65
2024-03-31 09:01:00,10.66
2024-03-31 09:01:15,10.65
2024-03-31 09:01:30,10.65
2024-03-31 09:01:45,10.65
2024-03-31 09:02:00,10.66
2024-03-31 09:02:15,10.65
2024-03-31 09:02:30,10.65
2024-03-31 09:02:45,10.66
2024-03-31 09:03:00,10.65
2024-03-31 09:03:15,10.65
2024-03-31 09:03:30,10.65
2024-03-31 09:03:45,10.64
2024-03-31 09:04:00,10.66
2024-03-31 09:04:15,10.64
2024-03-31 09:04:30,10.65
2024-03-31 09:04:45,10.65
2024-03-31 09:05:00,10.63
2024-03-31 09:05:15,10.65
2024-03-31 09:05:30,10.66
2024-03-31 09:05:45,10.65
2024-03-31 09:06:00,10.66
2024-03-31 09:06:15,10.66
2024-03-31 09:06:30,10.64
2024-03-31 09:06:45,10.62
2024-03-31 09:07:00,10.64
2024-03-31 09:07:15,10.62
2024-03-31 09:07:30,10.65
2024-03-31 09:07:45,10.66
2024-03-31 09:08:00,10.61
2024-03-31 09:08:15,10.63
2024-03-31 09:08:30,10.62
2024-03-31 09:08:45,10.66
2024-03-31 09:09:00,10.65
2024-03-31 09:09:15,10.65
2024-03-31 09:09:30,10.65
2024-03-31 09:09:45,10.63
2024-03-31 09:10:00,10.62
2024-03-31 09:10:15,10.63
2024-03-31 09:10:30,10.63
2024-03-31 09:10:45,10.61
2024-03-31 09:11:00,10.62
2024-03-31 09:11:15,10.63
2024-03-31 09:11:30,10.61
2024-03-31 09:11:45,10.61
2024-03-31 09:12:00,10.62
2024-03-31 09:12:15,10.63
2024-03-31 09:12:30,10.62
2024-03-31 09:12:45,10.61
2024-03-31 09:13:00,10.62
2024-03-31 09:13:15,10.62
2024-03-31 09:13:30,10.61
2024-03-31 09:13:45,10.63
2024-03-31 09:14:00,10.61
2024-03-31 09:14:15,10.64
2024-03-31 09:14:30,10.62
2024-03-31 09:14:45,10.64
2024-03-31 09:15:00,10.63
2024-03-31 09:15:15,10.61
2024-03-31 09:15:30,10.62
2024-03-31 09:15:45,10.61
2024-03-31 09:16:00,10.63
2024-03-31 09:16:15,10.62
2024-03-31 09:16:30,10.61
2024-03-31 09:16:45,10.63
2024-03-31 09:17:00,10.62
2024-03-31 09:17:15,10.63
2024-03-31 09:17:30,10.63
2024-03-31 09:17:45,10.62
2024-03-31 09:18:00,10.61
2024-03-31 09:18:15,10.63
2024-03-31 09:18:30,10.63
2024-03-31 09:18:45,10.62
2024-03-31 09:19:00,10.64
2024-03-31 09:19:15,10.63
2024-03-31 09:19:30,10.62
2024-03-31 09:19:45,10.62
2024-03-31 09:20:00,10.62
2024-03-31 09:20:15,10.61
2024-03-31 09:20:30,10.63
2024-03-31 09:20:45,10.62
2024-03-31 09:21:00,10.63
2024-03-31 09:21:15,10.62
2024-03-31 09:21:30,10.62
2024-03-31 09:21:45,10.62
2024-03-31 09:22:00,10.63
2024-03-31 09:22:15,10.61
2024-03-31 09:22:30,10.62
2024-03-31 09:22:45,10.61
2024-03-31 09:23:00,10.61
2024-03-31 09:23:15,10.62
2024-03-31 09:23:30,10.62
2024-03-31 09:23:45,10.61
2024-03-31 09:24:00,10.64
2024-03-31 09:24:15,10.62
2024-03-31 09:24:30,10.61
2024-03-31 09:24:45,10.63
2024-03-31 09:25:00,10.61
2024-03-31 09:25:15,10.62
2024-03-31 09:25:30,10.62
2024-03-31 09:25:45,10.64
2024-03-31 09:26:00,10.61
2024-03-31 09:26:15,10.61
2024-03-31 09:26:30,10.59
2024-03-31 09:26:45,10.59
2024-03-31 09:27:00,10.62
2024-03-31 09:27:15,10.61
2024-03-31 09:27:30,10.6
2024-03-31 09:27:45,10.6
2024-03-31 09:28:00,10.63
2024-03-31 09:28:15,10.62
2024-03-31 09:28:30,10.63
2024-03-31 09:28:45,10.62
2024-03-31 09:29:00,10.62
2024-03-31 09:29:15,10.64
2024-03-31 09:29:30,10.61
2024-03-31 09:29:45,10.62
2024-03-31 09:30:00,10.63
2024-03-31 09:30:15,10.62
2024-03-31 09:30:30,10.59
2024-03-31 09:30:45,10.59
2024-03-31 09:31:00,10.59
2024-03-31 09:31:15,10.62
2024-03-31 09:31:30,10.64
2024-03-31 09:31:45,10.62
2024-03-31 09:32:00,10.62
2024-03-31 09:32:15,10.59
2024-03-31 09:32:30,10.59
2024-03-31 09:32:45,10.63
2024-03-31 09:33:00,10.58
2024-03-31 09:33:15,10.59
2024-03-31 09:33:30,10.59
2024-03-31 09:33:45,10.59
2024-03-31 09:34:00,10.62
2024-03-31 09:34:15,10.62
2024-03-31 09:34:30,10.64
2024-03-31 09:34:45,10.59
2024-03-31 09:35:00,10.6
2024-03-31 09:35:15,10.63
2024-03-31 09:35:30,10.58
2024-03-31 09:35:45,10.59
2024-03-31 09:36:00,10.64
2024-03-31 09:36:15,10.59
2024-03-31 09:36:30,10.59
2024-03-31 09:36:45,10.6
2024-03-31 09:37:00,10.59
2024-03-31 09:37:15,10.58
2024-03-31 09:37:30,10.61
2024-03-31 09:37:45,10.58
2024-03-31 09:38:00,10.58
2024-03-31 09:38:15,10.58
2024-03-31 09:38:30,10.58
2024-03-31 09:38:45,10.6
2024-03-31 09:39:00,10.61
2024-03-31 09:39:15,10.59
2024-03-31 09:39:30,10.58
2024-03-31 09:39:45,10.59
2024-03-31 09:40:00,10.59
2024-03-31 09:40:15,10.59
2024-03-31 09:40:30,10.59
2024-03-31 09:40:45,10.58
2024-03-31 09:41:00,10.59
2024-03-31 09:41:15,10.59
2024-03-31 09:41:30,10.58
2024-03-31 09:41:45,10.6
2024-03-31 09:42:00,10.58
2024-03-31 09:42:15,10.58
2024-03-31 09:42:30,10.6
2024-03-31 09:42:45,10.6
2024-03-31 09:43:00,10.59
2024-03-31 09:43:15,10.59
2024-03-31 09:43:30,10.6
2024-03-31 09:43:45,10.6
2024-03-31 09:44:00,10.59
2024-03-31 09:44:15,10.6
2024-03-31 09:44:30,10.59
2024-03-31 09:44:45,10.59
2024-03-31 09:45:00,10.6
2024-03-31 09:45:15,10.61
2024-03-31 09:45:30,10.61
2024-03-31 09:45:45,10.6
2024-03-31 09:46:00,10.6
2024-03-31 09:46:15,10.59
2024-03-31 09:46:30,10.59
2024-03-31 09:46:45,10.6
2024-03-31 09:47:00,10.6
2024-03-31 09:47:15,10.6
2024-03-31 09:47:30,10.61
2024-03-31 09:47:45,10.6
2024-03-31 09:48:00,10.59
2024-03-31 09:48:15,10.58
2024-03-31 09:48:30,10.6
2024-03-31 09:48:45,10.61
2024-03-31 09:49:00,10.6
2024-03-31 09:49:15,10.62
2024-03-31 09:49:30,10.61
2024-03-31 09:49:45,10.6
2024-03-31 09:50:00,10.6
2024-03-31 09:50:15,10.6
2024-03-31 09:50:30,10.6
2024-03-31 09:50:45,10.6
2024-03-31 09:51:00,10.61
2024-03-31 09:51:15,10.61
2024-03-31 09:51:30,10.61
2024-03-31 09:51:45,10.61
2024-03-31 09:52:00,10.59
2024-03-31 09:52:15,10.6
2024-03-31 09:52:30,10.59
2024-03-31 09:52:45,10.6
2024-03-31 09:53:00,10.6
2024-03-31 09:53:15,10.59
2024-03-31 09:53:30,10.6
2024-03-31 09:53:45,10.61
2024-03-31 09:54:00,10.59
2024-03-31 09:54:15,10.6
2024-03-31 09:54:30,10.61
2024-03-31 09:54:45,10.6
2024-03-31 09:55:00,10.6
2024-03-31 09:55:15,10.59
2024-03-31 09:55:30,10.6
2024-03-31 09:55:45,10.6
2024-03-31 09:56:00,10.61
2024-03-31 09:56:15,10.6
2024-03-31 09:56:30,10.6
2024-03-31 09:56:45,10.6
2024-03-31 09:57:00,10.6
2024-03-31 09:57:15,10.6
2024-03-31 09:57:30,10.6
2024-03-31 09:57:45,10.61
2024-03-31 09:58:00,10.59
2024-03-31 09:58:15,10.6
2024-03-31 09:58:30,10.6
2024-03-31 09:58:45,10.59
2024-03-31 09:59:00,10.6
2024-03-31 09:59:15,10.61
2024-03-31 09:59:30,10.61
2024-03-31 09:59:45,10.6
2024-03-31 10:00:00,10.58
2024-03-31 10:00:15,10.59
2024-03-31 10:00:30,10.61
2024-03-31 10:00:45,10.6
2024-03-31 10:01:00,10.6
2024-03-31 10:01:15,10.6
2024-03-31 10:01:30,10.6
2024-03-31 10:01:45,10.6
2024-03-31 10:02:00,10.59
2024-03-31 10:02:15,10.6
2024-03-31 10:02:30,10.59
2024-03-31 10:02:45,10.61
2024-03-31 10:03:00,10.59
2024-03-31 10:03:15,10.6
2024-03-31 10:03:30,10.61
2024-03-31 10:03:45,10.58
2024-03-31 10:04:00,10.59
2024-03-31 10:04:15,10.6
2024-03-31 10:04:30,10.61
2024-03-31 10:04:45,10.61
2024-03-31 10:05:00,10.61
2024-03-31 10:05:15,10.6
2024-03-31 10:05:30,10.61
2024-03-31 10:05:45,10.6
2024-03-31 10:06:00,10.6
2024-03-31 10:06:15,10.6
2024-03-31 10:06:30,10.6
2024-03-31 10:06:45,10.61
2024-03-31 10:07:00,10.6
2024-03-31 10:07:15,10.62
2024-03-31 10:07:30,10.61
2024-03-31 10:07:45,10.6
2024-03-31 10:08:00,10.6
2024-03-31 10:08:15,10.61
2024-03-31 10:08:30,10.61
2024-03-31 10:08:45,10.61
2024-03-31 10:09:00,10.61
2024-03-31 10:09:15,10.61
2024-03-31 10:09:30,10.6
2024-03-31 10:09:45,10.59
2024-03-31 10:10:00,10.61
2024-03-31 10:10:15,10.58
2024-03-31 10:10:30,10.6
2024-03-31 10:10:45,10.58
2024-03-31 10:11:00,10.57
2024-03-31 10:11:15,10.57
2024-03-31 10:11:30,10.6
2024-03-31 10:11:45,10.6
2024-03-31 10:12:00,10.61
2024-03-31 10:12:15,10.57
2024-03-31 10:12:30,10.57
2024-03-31 10:12:45,10.61
2024-03-31 10:13:00,10.57
2024-03-31 10:13:15,10.58
2024-03-31 10:13:30,10.58
2024-03-31 10:13:45,10.58
2024-03-31 10:14:00,10.58
2024-03-31 10:14:15,10.58
2024-03-31 10:14:30,10.57
2024-03-31 10:14:45,10.58
2024-03-31 10:15:00,10.59
2024-03-31 10:15:15,10.58
2024-03-31 10:15:30,10.59
2024-03-31 10:15:45,10.59
2024-03-31 10:16:00,10.59
2024-03-31 10:16:15,10.59
2024-03-31 10:16:30,10.58
2024-03-31 10:16:45,10.59
2024-03-31 10:17:00,10.56
2024-03-31 10:17:15,10.58
2024-03-31 10:17:30,10.58
2024-03-31 10:17:45,10.59
2024-03-31 10:18:00,10.57
2024-03-31 10:18:15,10.59
2024-03-31 10:18:30,10.58
2024-03-31 10:18:45,10.59
2024-03-31 10:19:00,10.58
2024-03-31 10:19:15,10.59
2024-03-31 10:19:30,10.57
2024-03-31 10:19:45,10.59
2024-03-31 10:20:00,10.59
2024-03-31 10:20:15,10.59
2024-03-31 10:20:30,10.59
2024-03-31 10:20:45,10.59
2024-03-31 10:21:00,10.59
2024-03-31 10:21:15,10.59
2024-03-31 10:21:30,10.58
2024-03-31 10:21:45,10.59
2024-03-31 10:22:00,10.59
2024-03-31 10:22:15,10.58
2024-03-31 10:22:30,10.57
2024-03-31 10:22:45,10.58
2024-03-31 10:23:00,10.58
2024-03-31 10:23:15,10.58
2024-03-31 10:23:30,10.58
2024-03-31 10:23:45,10.59
2024-03-31 10:24:00,10.58
2024-03-31 10:24:15,10.59
2024-03-31 10:24:30,10.59
2024-03-31 10:24:45,10.59
2024-03-31 10:25:00,10.59
2024-03-31 10:25:15,10.59
2024-03-31 10:25:30,10.59
2024-03-31 10:25:45,10.59
2024-03-31 10:26:00,10.59
2024-03-31 10:26:15,10.58
2024-03-31 10:26:30,10.59
2024-03-31 10:26:45,10.59
2024-03-31 10:27:00,10.59
2024-03-31 10:27:15,10.58
2024-03-31 10:27:30,10.58
2024-03-31 10:27:45,10.59
2024-03-31 10:28:00,10.58
2024-03-31 10:28:15,10.59
2024-03-31 10:28:30,10.58
2024-03-31 10:28:45,10.59
2024-03-31 10:29:00,10.58
2024-03-31 10:29:15,10.59
2024-03-31 10:29:30,10.59
2024-03-31 10:29:45,10.59
2024-03-31 10:30:00,10.57
2024-03-31 10:30:15,10.59
2024-03-31 10:30:30,10.58
2024-03-31 10:30:45,10.57
2024-03-31 10:31:00,10.57
2024-03-31 10:31:15,10.58
2024-03-31 10:31:30,10.57
2024-03-31 10:31:45,10.57
2024-03-31 10:32:00,10.56
2024-03-31 10:32:15,10.56
2024-03-31 10:32:30,10.56
2024-03-31 10:32:45,10.56
2024-03-31 10:33:00,10.56
2024-03-31 10:33:15,10.57
2024-03-31 10:33:30,10.57
2024-03-31 10:33:45,10.57
2024-03-31 10:34:00,10.58
2024-03-31 10:34:15,10.56
2024-03-31 10:34:30,10.57
2024-03-31 10:34:45,10.56
2024-03-31 10:35:00,10.56
2024-03-31 10:35:15,10.56
2024-03-31 10:35:30,10.56
2024-03-31 10:35:45,10.58
2024-03-31 10:36:00,10.56
2024-03-31 10:36:15,10.56
2024-03-31 10:36:30,10.56
2024-03-31 10:36:45,10.52
2024-03-31 10:37:00,10.52
2024-03-31 10:37:15,10.52
2024-03-31 10:37:30,10.56
2024-03-31 10:37:45,10.52
2024-03-31 10:38:00,10.57
2024-03-31 10:38:15,10.52
2024-03-31 10:38:30,10.52
2024-03-31 10:38:45,10.52
2024-03-31 10:39:00,10.53
2024-03-31 10:39:15,10.54
2024-03-31 10:39:30,10.52
2024-03-31 10:39:45,10.52
2024-03-31 10:40:00,10.56
